Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=HVAC Heating Type	Dependency=Vintage ACS	Option=Central AC	Option=Heat Pump	Option=None	Option=Room AC	source_count	source_weight	sampling_probability
6A	Single-Family Detached	None	1960-79	0.234763	0	0.428984	0.336253	59	98557.1	2.01E-05
6A	Mobile Home	Ducted Heat Pump	1980-99	0	1	0	0	0	0	2.04E-06
6A	Mobile Home	Ducted Heating	1980-99	0.327046	0	0.365829	0.307125	14	162831	0.00109229
6A	Mobile Home	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
6A	Mobile Home	Non-Ducted Heating	1980-99	0	0	0.5	0.5	2	16816.4	0.000543752
6A	Mobile Home	None	1980-99	0	0	0.5	0.5	2	16816.4	3.66E-06
6A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1980-99	0	1	0	0	0	0	6.79E-06
6A	Multi-Family with 2 - 4 Units	Ducted Heating	1980-99	0.4017	0	0.5983	0	5	18175.2	0.000397446
6A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
6A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1980-99	0.0474667	0	0.33861	0.613923	24	52154.6	0.000436994
6A	Multi-Family with 2 - 4 Units	None	1980-99	0.0474667	0	0.33861	0.613923	24	52154.6	4.19E-06
6A	Multi-Family with 5+ Units	Ducted Heat Pump	1980-99	0	1	0	0	0	0	2.82E-05
6A	Multi-Family with 5+ Units	Ducted Heating	1980-99	0.4017	0	0.5983	0	5	18175.2	0.00104567
6A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
6A	Multi-Family with 5+ Units	Non-Ducted Heating	1980-99	0.0474667	0	0.33861	0.613923	24	52154.6	0.00151459
6A	Multi-Family with 5+ Units	None	1980-99	0.0474667	0	0.33861	0.613923	24	52154.6	6.26E-05
6A	Single-Family Attached	Ducted Heat Pump	1980-99	0	1	0	0	1	1931.15	3.73E-06
6A	Single-Family Attached	Ducted Heating	1980-99	0.827728	0	0.1127	0.0595716	151	461399	0.000630648
6A	Single-Family Attached	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
6A	Single-Family Attached	Non-Ducted Heating	1980-99	0.275509	0	0.384298	0.340193	43	100104	0.000408429
6A	Single-Family Attached	None	1980-99	0.275509	0	0.384298	0.340193	43	100104	7.89E-07
6A	Single-Family Detached	Ducted Heat Pump	1980-99	0	1	0	0	1	1931.15	1.55E-05
6A	Single-Family Detached	Ducted Heating	1980-99	0.827728	0	0.1127	0.0595716	151	461399	0.0057931
6A	Single-Family Detached	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
6A	Single-Family Detached	Non-Ducted Heating	1980-99	0.275509	0	0.384298	0.340193	43	100104	0.00308616
6A	Single-Family Detached	None	1980-99	0.275509	0	0.384298	0.340193	43	100104	1.46E-05
6A	Mobile Home	Ducted Heat Pump	2000-09	0	1	0	0	0	0	5.86E-06
6A	Mobile Home	Ducted Heating	2000-09	0	0	0.749975	0.250025	3	20918.2	0.000331272
6A	Mobile Home	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
6A	Mobile Home	Non-Ducted Heating	2000-09	0.333333	0	0.333333	0.333333	0	0	0.000109893
6A	Mobile Home	None	2000-09	0.333333	0	0.333333	0.333333	0	0	1.16E-06
6A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2000-09	0	1	0	0	1	1184.13	2.02E-05
6A	Multi-Family with 2 - 4 Units	Ducted Heating	2000-09	0.244517	0	0.656092	0.0993903	4	11217.8	0.000177046
6A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
6A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2000-09	0.179126	0	0	0.820874	4	3627.39	5.33E-05
6A	Multi-Family with 2 - 4 Units	None	2000-09	0.179126	0	0	0.820874	4	3627.39	2.07E-06
6A	Multi-Family with 5+ Units	Ducted Heat Pump	2000-09	0	1	0	0	1	1184.13	0.000122642
6A	Multi-Family with 5+ Units	Ducted Heating	2000-09	0.244517	0	0.656092	0.0993903	4	11217.8	0.000739825
6A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
6A	Multi-Family with 5+ Units	Non-Ducted Heating	2000-09	0.179126	0	0	0.820874	4	3627.39	0.000210216
6A	Multi-Family with 5+ Units	None	2000-09	0.179126	0	0	0.820874	4	3627.39	1.53E-05
6A	Single-Family Attached	Ducted Heat Pump	2000-09	0	1	0	0	5	7055.39	2.79E-05
6A	Single-Family Attached	Ducted Heating	2000-09	0.926104	0	0.0666357	0.00726029	81	121819	0.000521046
6A	Single-Family Attached	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
6A	Single-Family Attached	Non-Ducted Heating	2000-09	0.0659736	0	0.595983	0.338043	24	19257.5	0.000166858
6A	Single-Family Attached	None	2000-09	0.0659736	0	0.595983	0.338043	24	19257.5	6.38E-07
6A	Single-Family Detached	Ducted Heat Pump	2000-09	0	1	0	0	5	7055.39	0.000117959
6A	Single-Family Detached	Ducted Heating	2000-09	0.926104	0	0.0666357	0.00726029	81	121819	0.00347153
6A	Single-Family Detached	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
6A	Single-Family Detached	Non-Ducted Heating	2000-09	0.0659736	0	0.595983	0.338043	24	19257.5	0.00113344
6A	Single-Family Detached	None	2000-09	0.0659736	0	0.595983	0.338043	24	19257.5	1.68E-05
6A	Mobile Home	Ducted Heat Pump	2010s	0	1	0	0	0	0	4.19E-06
6A	Mobile Home	Ducted Heating	2010s	0	0	0.749975	0.250025	3	20918.2	8.56E-05
6A	Mobile Home	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
6A	Mobile Home	Non-Ducted Heating	2010s	0.333333	0	0.333333	0.333333	0	0	2.75E-05
6A	Mobile Home	None	2010s	0.333333	0	0.333333	0.333333	0	0	3.60E-07
6A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2010s	0	1	0	0	1	1184.13	8.07E-06
6A	Multi-Family with 2 - 4 Units	Ducted Heating	2010s	0.244517	0	0.656092	0.0993903	4	11217.8	6.86E-05
6A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
6A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2010s	0.179126	0	0	0.820874	4	3627.39	2.06E-05
6A	Multi-Family with 2 - 4 Units	None	2010s	0.179126	0	0	0.820874	4	3627.39	8.96E-07
6A	Multi-Family with 5+ Units	Ducted Heat Pump	2010s	0	1	0	0	1	1184.13	9.84E-05
6A	Multi-Family with 5+ Units	Ducted Heating	2010s	0.244517	0	0.656092	0.0993903	4	11217.8	0.000479587
6A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
6A	Multi-Family with 5+ Units	Non-Ducted Heating	2010s	0.179126	0	0	0.820874	4	3627.39	0.000130187
6A	Multi-Family with 5+ Units	None	2010s	0.179126	0	0	0.820874	4	3627.39	7.59E-06
6A	Single-Family Attached	Ducted Heat Pump	2010s	0	1	0	0	5	7055.39	8.54E-06
6A	Single-Family Attached	Ducted Heating	2010s	0.926104	0	0.0666357	0.00726029	81	121819	0.000116756
6A	Single-Family Attached	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
6A	Single-Family Attached	Non-Ducted Heating	2010s	0.0659736	0	0.595983	0.338043	24	19257.5	3.67E-05
6A	Single-Family Attached	None	2010s	0.0659736	0	0.595983	0.338043	24	19257.5	1.69E-07
6A	Single-Family Detached	Ducted Heat Pump	2010s	0	1	0	0	5	7055.39	5.00E-05
6A	Single-Family Detached	Ducted Heating	2010s	0.926104	0	0.0666357	0.00726029	81	121819	0.000992656
6A	Single-Family Detached	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
6A	Single-Family Detached	Non-Ducted Heating	2010s	0.0659736	0	0.595983	0.338043	24	19257.5	0.000318872
6A	Single-Family Detached	None	2010s	0.0659736	0	0.595983	0.338043	24	19257.5	7.75E-06
6A	Mobile Home	Ducted Heat Pump	<1940	0	1	0	0	0	0	1.94E-07
6A	Mobile Home	Ducted Heating	<1940	0.333333	0	0.333333	0.333333	0	0	1.68E-05
6A	Mobile Home	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
6A	Mobile Home	Non-Ducted Heating	<1940	0.333333	0	0.333333	0.333333	0	0	1.15E-05
6A	Mobile Home	None	<1940	0.333333	0	0.333333	0.333333	0	0	3.43E-06
6A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	<1940	0	1	0	0	0	0	1.80E-05
6A	Multi-Family with 2 - 4 Units	Ducted Heating	<1940	0	0	0.354697	0.645303	11	49614.2	0.00120237
6A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
6A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	<1940	0	0	0.516409	0.483591	27	52221.4	0.00085927
6A	Multi-Family with 2 - 4 Units	None	<1940	0	0	0.516409	0.483591	27	52221.4	1.55E-05
6A	Multi-Family with 5+ Units	Ducted Heat Pump	<1940	0	1	0	0	0	0	1.99E-05
6A	Multi-Family with 5+ Units	Ducted Heating	<1940	0	0	0.354697	0.645303	11	49614.2	0.000524019
6A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
6A	Multi-Family with 5+ Units	Non-Ducted Heating	<1940	0	0	0.516409	0.483591	27	52221.4	0.000486143
6A	Multi-Family with 5+ Units	None	<1940	0	0	0.516409	0.483591	27	52221.4	2.03E-05
6A	Single-Family Attached	Ducted Heat Pump	<1940	0	1	0	0	2	4821.63	1.59E-06
6A	Single-Family Attached	Ducted Heating	<1940	0.421276	0	0.267904	0.31082	100	317670	0.000130623
6A	Single-Family Attached	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
6A	Single-Family Attached	Non-Ducted Heating	<1940	0.136753	0	0.428377	0.43487	47	79394.8	9.00E-05
6A	Single-Family Attached	None	<1940	0.136753	0	0.428377	0.43487	47	79394.8	3.86E-07
6A	Single-Family Detached	Ducted Heat Pump	<1940	0	1	0	0	2	4821.63	3.71E-05
6A	Single-Family Detached	Ducted Heating	<1940	0.421276	0	0.267904	0.31082	100	317670	0.00581001
6A	Single-Family Detached	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
6A	Single-Family Detached	Non-Ducted Heating	<1940	0.136753	0	0.428377	0.43487	47	79394.8	0.00368932
6A	Single-Family Detached	None	<1940	0.136753	0	0.428377	0.43487	47	79394.8	1.98E-05
6B	Mobile Home	Ducted Heat Pump	1940-59	0	1	0	0	0	0	3.69E-07
6B	Mobile Home	Ducted Heating	1940-59	0	0	1	0	1	1006.23	1.29E-05
6B	Mobile Home	Non-Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
6B	Mobile Home	Non-Ducted Heating	1940-59	0.333333	0	0.333333	0.333333	0	0	5.37E-06
6B	Mobile Home	None	1940-59	0.333333	0	0.333333	0.333333	0	0	2.74E-08
6B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1940-59	0	1	0	0	0	0	3.22E-06
6B	Multi-Family with 2 - 4 Units	Ducted Heating	1940-59	0.20767	0	0.45804	0.33429	10	5853.75	4.95E-05
6B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
6B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1940-59	0	0	0.243967	0.756033	7	1587.4	2.71E-05
6B	Multi-Family with 2 - 4 Units	None	1940-59	0	0	0.243967	0.756033	7	1587.4	1.54E-07
6B	Multi-Family with 5+ Units	Ducted Heat Pump	1940-59	0	1	0	0	0	0	3.48E-06
6B	Multi-Family with 5+ Units	Ducted Heating	1940-59	0.20767	0	0.45804	0.33429	10	5853.75	2.38E-05
6B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
6B	Multi-Family with 5+ Units	Non-Ducted Heating	1940-59	0	0	0.243967	0.756033	7	1587.4	1.87E-05
6B	Multi-Family with 5+ Units	None	1940-59	0	0	0.243967	0.756033	7	1587.4	1.16E-06
6B	Single-Family Attached	Ducted Heat Pump	1940-59	0	1	0	0	2	902.123	1.08E-06
6B	Single-Family Attached	Ducted Heating	1940-59	0.522328	0	0.298171	0.179501	108	45986.5	9.97E-06
6B	Single-Family Attached	Non-Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
6B	Single-Family Attached	Non-Ducted Heating	1940-59	0.155557	0	0.330426	0.514017	31	8245.85	6.78E-06
6B	Single-Family Attached	None	1940-59	0.155557	0	0.330426	0.514017	31	8245.85	7.90E-08
6B	Single-Family Detached	Ducted Heat Pump	1940-59	0	1	0	0	2	902.123	2.36E-05
6B	Single-Family Detached	Ducted Heating	1940-59	0.522328	0	0.298171	0.179501	108	45986.5	0.000670081
6B	Single-Family Detached	Non-Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
6B	Single-Family Detached	Non-Ducted Heating	1940-59	0.155557	0	0.330426	0.514017	31	8245.85	0.000300767
6B	Single-Family Detached	None	1940-59	0.155557	0	0.330426	0.514017	31	8245.85	1.53E-06
6B	Mobile Home	Ducted Heat Pump	1960-79	0	1	0	0	0	0	3.59E-06
6B	Mobile Home	Ducted Heating	1960-79	0.112174	0	0.547376	0.34045	14	16424.7	0.000271872
6B	Mobile Home	Non-Ducted Heat Pump	1960-79	0	1	0	0	0	0	0
6B	Mobile Home	Non-Ducted Heating	1960-79	0	0	0	1	2	1704.15	0.000157542
6B	Mobile Home	None	1960-79	0	0	0	1	2	1704.15	3.74E-07
6B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1960-79	0	1	0	0	0	0	3.72E-06
6B	Multi-Family with 2 - 4 Units	Ducted Heating	1960-79	0.442563	0	0.353045	0.204392	22	13509	9.55E-05
6B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1960-79	0	1	0	0	0	0	0
6B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1960-79	0.0534542	0	0.303064	0.643482	32	6997.36	7.45E-05
6B	Multi-Family with 2 - 4 Units	None	1960-79	0.0534542	0	0.303064	0.643482	32	6997.36	2.09E-06
6B	Multi-Family with 5+ Units	Ducted Heat Pump	1960-79	0	1	0	0	0	0	6.88E-06
6B	Multi-Family with 5+ Units	Ducted Heating	1960-79	0.442563	0	0.353045	0.204392	22	13509	0.000132516
6B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1960-79	0	1	0	0	0	0	0
6B	Multi-Family with 5+ Units	Non-Ducted Heating	1960-79	0.0534542	0	0.303064	0.643482	32	6997.36	0.000116475
6B	Multi-Family with 5+ Units	None	1960-79	0.0534542	0	0.303064	0.643482	32	6997.36	5.28E-06
6B	Single-Family Attached	Ducted Heat Pump	1960-79	0	1	0	0	2	657.496	8.87E-07
6B	Single-Family Attached	Ducted Heating	1960-79	0.712806	0	0.165126	0.122068	132	57915.8	3.55E-05
6B	Single-Family Attached	Non-Ducted Heat Pump	1960-79	0	1	0	0	0	0	0
6B	Single-Family Attached	Non-Ducted Heating	1960-79	0.234763	0	0.428984	0.336253	59	13439.6	2.42E-05
6B	Single-Family Attached	None	1960-79	0.234763	0	0.428984	0.336253	59	13439.6	1.06E-08
6B	Single-Family Detached	Ducted Heat Pump	1960-79	0	1	0	0	2	657.496	1.59E-05
6B	Single-Family Detached	Ducted Heating	1960-79	0.712806	0	0.165126	0.122068	132	57915.8	0.000933846
6B	Single-Family Detached	Non-Ducted Heat Pump	1960-79	0	1	0	0	0	0	0
6B	Single-Family Detached	Non-Ducted Heating	1960-79	0.234763	0	0.428984	0.336253	59	13439.6	0.000553307
6B	Single-Family Detached	None	1960-79	0.234763	0	0.428984	0.336253	59	13439.6	3.06E-06
6B	Mobile Home	Ducted Heat Pump	1980-99	0	1	0	0	0	0	2.42E-06
6B	Mobile Home	Ducted Heating	1980-99	0.327046	0	0.365829	0.307125	14	22204.3	0.000215519
6B	Mobile Home	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
6B	Mobile Home	Non-Ducted Heating	1980-99	0	0	0.5	0.5	2	2293.14	0.000179434
6B	Mobile Home	None	1980-99	0	0	0.5	0.5	2	2293.14	1.01E-06
6B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1980-99	0	1	0	0	0	0	2.20E-06
6B	Multi-Family with 2 - 4 Units	Ducted Heating	1980-99	0.4017	0	0.5983	0	5	2478.43	7.13E-05
6B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
6B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1980-99	0.0474667	0	0.33861	0.613923	24	7112	0.000112041
6B	Multi-Family with 2 - 4 Units	None	1980-99	0.0474667	0	0.33861	0.613923	24	7112	5.75E-07
6B	Multi-Family with 5+ Units	Ducted Heat Pump	1980-99	0	1	0	0	0	0	3.96E-06
6B	Multi-Family with 5+ Units	Ducted Heating	1980-99	0.4017	0	0.5983	0	5	2478.43	9.79E-05
6B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
6B	Multi-Family with 5+ Units	Non-Ducted Heating	1980-99	0.0474667	0	0.33861	0.613923	24	7112	0.000183736
6B	Multi-Family with 5+ Units	None	1980-99	0.0474667	0	0.33861	0.613923	24	7112	2.25E-06
6B	Single-Family Attached	Ducted Heat Pump	1980-99	0	1	0	0	1	263.339	8.08E-07
6B	Single-Family Attached	Ducted Heating	1980-99	0.827728	0	0.1127	0.0595716	151	62918	6.34E-05
6B	Single-Family Attached	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
6B	Single-Family Attached	Non-Ducted Heating	1980-99	0.275509	0	0.384298	0.340193	43	13650.5	5.93E-05
6B	Single-Family Attached	None	1980-99	0.275509	0	0.384298	0.340193	43	13650.5	1.57E-07
6B	Single-Family Detached	Ducted Heat Pump	1980-99	0	1	0	0	1	263.339	7.12E-06
6B	Single-Family Detached	Ducted Heating	1980-99	0.827728	0	0.1127	0.0595716	151	62918	0.000864927
6B	Single-Family Detached	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
6B	Single-Family Detached	Non-Ducted Heating	1980-99	0.275509	0	0.384298	0.340193	43	13650.5	0.000636798
6B	Single-Family Detached	None	1980-99	0.275509	0	0.384298	0.340193	43	13650.5	3.05E-06
6B	Mobile Home	Ducted Heat Pump	2000-09	0	1	0	0	0	0	7.98E-06
6B	Mobile Home	Ducted Heating	2000-09	0	0	0.749975	0.250025	3	2852.48	8.10E-05
6B	Mobile Home	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
6B	Mobile Home	Non-Ducted Heating	2000-09	0.333333	0	0.333333	0.333333	0	0	2.48E-05
6B	Mobile Home	None	2000-09	0.333333	0	0.333333	0.333333	0	0	2.69E-07
6B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2000-09	0	1	0	0	1	161.473	9.95E-06
6B	Multi-Family with 2 - 4 Units	Ducted Heating	2000-09	0.244517	0	0.656092	0.0993903	4	1529.7	5.83E-05
6B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
6B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2000-09	0.179126	0	0	0.820874	4	494.645	1.65E-05
6B	Multi-Family with 2 - 4 Units	None	2000-09	0.179126	0	0	0.820874	4	494.645	4.53E-07
6B	Multi-Family with 5+ Units	Ducted Heat Pump	2000-09	0	1	0	0	1	161.473	2.11E-05
6B	Multi-Family with 5+ Units	Ducted Heating	2000-09	0.244517	0	0.656092	0.0993903	4	1529.7	0.000103447
6B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
6B	Multi-Family with 5+ Units	Non-Ducted Heating	2000-09	0.179126	0	0	0.820874	4	494.645	2.81E-05
6B	Multi-Family with 5+ Units	None	2000-09	0.179126	0	0	0.820874	4	494.645	1.82E-06
6B	Single-Family Attached	Ducted Heat Pump	2000-09	0	1	0	0	5	962.098	7.40E-06
6B	Single-Family Attached	Ducted Heating	2000-09	0.926104	0	0.0666357	0.00726029	81	16611.7	7.58E-05
6B	Single-Family Attached	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
6B	Single-Family Attached	Non-Ducted Heating	2000-09	0.0659736	0	0.595983	0.338043	24	2626.03	2.32E-05
6B	Single-Family Attached	None	2000-09	0.0659736	0	0.595983	0.338043	24	2626.03	1.45E-06
6B	Single-Family Detached	Ducted Heat Pump	2000-09	0	1	0	0	5	962.098	5.14E-05
6B	Single-Family Detached	Ducted Heating	2000-09	0.926104	0	0.0666357	0.00726029	81	16611.7	0.000774016
6B	Single-Family Detached	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
6B	Single-Family Detached	Non-Ducted Heating	2000-09	0.0659736	0	0.595983	0.338043	24	2626.03	0.000244662
6B	Single-Family Detached	None	2000-09	0.0659736	0	0.595983	0.338043	24	2626.03	1.77E-06
6B	Mobile Home	Ducted Heat Pump	2010s	0	1	0	0	0	0	3.52E-06
6B	Mobile Home	Ducted Heating	2010s	0	0	0.749975	0.250025	3	2852.48	2.78E-05
6B	Mobile Home	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
6B	Mobile Home	Non-Ducted Heating	2010s	0.333333	0	0.333333	0.333333	0	0	8.26E-06
6B	Mobile Home	None	2010s	0.333333	0	0.333333	0.333333	0	0	5.97E-08
6B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2010s	0	1	0	0	1	161.473	6.54E-06
6B	Multi-Family with 2 - 4 Units	Ducted Heating	2010s	0.244517	0	0.656092	0.0993903	4	1529.7	2.65E-05
6B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
6B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2010s	0.179126	0	0	0.820874	4	494.645	6.83E-06
6B	Multi-Family with 2 - 4 Units	None	2010s	0.179126	0	0	0.820874	4	494.645	3.06E-07
6B	Multi-Family with 5+ Units	Ducted Heat Pump	2010s	0	1	0	0	1	161.473	1.43E-05
6B	Multi-Family with 5+ Units	Ducted Heating	2010s	0.244517	0	0.656092	0.0993903	4	1529.7	6.34E-05
6B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
6B	Multi-Family with 5+ Units	Non-Ducted Heating	2010s	0.179126	0	0	0.820874	4	494.645	1.68E-05
6B	Multi-Family with 5+ Units	None	2010s	0.179126	0	0	0.820874	4	494.645	2.48E-06
6B	Single-Family Attached	Ducted Heat Pump	2010s	0	1	0	0	5	962.098	3.37E-06
6B	Single-Family Attached	Ducted Heating	2010s	0.926104	0	0.0666357	0.00726029	81	16611.7	3.28E-05
6B	Single-Family Attached	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
6B	Single-Family Attached	Non-Ducted Heating	2010s	0.0659736	0	0.595983	0.338043	24	2626.03	1.00E-05
6B	Single-Family Attached	None	2010s	0.0659736	0	0.595983	0.338043	24	2626.03	1.97E-09
6B	Single-Family Detached	Ducted Heat Pump	2010s	0	1	0	0	5	962.098	1.90E-05
6B	Single-Family Detached	Ducted Heating	2010s	0.926104	0	0.0666357	0.00726029	81	16611.7	0.000245771
6B	Single-Family Detached	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
6B	Single-Family Detached	Non-Ducted Heating	2010s	0.0659736	0	0.595983	0.338043	24	2626.03	7.68E-05
6B	Single-Family Detached	None	2010s	0.0659736	0	0.595983	0.338043	24	2626.03	1.96E-06
6B	Mobile Home	Ducted Heat Pump	<1940	0	1	0	0	0	0	4.39E-08
6B	Mobile Home	Ducted Heating	<1940	0.333333	0	0.333333	0.333333	0	0	3.07E-06
6B	Mobile Home	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
6B	Mobile Home	Non-Ducted Heating	<1940	0.333333	0	0.333333	0.333333	0	0	2.17E-06
6B	Mobile Home	None	<1940	0.333333	0	0.333333	0.333333	0	0	1.95E-06
6B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	<1940	0	1	0	0	0	0	1.41E-06
6B	Multi-Family with 2 - 4 Units	Ducted Heating	<1940	0	0	0.354697	0.645303	11	6765.57	3.95E-05
6B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
6B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	<1940	0	0	0.516409	0.483591	27	7121.1	3.57E-05
6B	Multi-Family with 2 - 4 Units	None	<1940	0	0	0.516409	0.483591	27	7121.1	6.04E-07
6B	Multi-Family with 5+ Units	Ducted Heat Pump	<1940	0	1	0	0	0	0	2.12E-06
6B	Multi-Family with 5+ Units	Ducted Heating	<1940	0	0	0.354697	0.645303	11	6765.57	2.93E-05
6B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
6B	Multi-Family with 5+ Units	Non-Ducted Heating	<1940	0	0	0.516409	0.483591	27	7121.1	3.65E-05
6B	Multi-Family with 5+ Units	None	<1940	0	0	0.516409	0.483591	27	7121.1	1.15E-06
6B	Single-Family Attached	Ducted Heat Pump	<1940	0	1	0	0	2	657.496	3.18E-07
6B	Single-Family Attached	Ducted Heating	<1940	0.421276	0	0.267904	0.31082	100	43318.7	1.06E-05
6B	Single-Family Attached	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
6B	Single-Family Attached	Non-Ducted Heating	<1940	0.136753	0	0.428377	0.43487	47	10826.6	9.05E-06
6B	Single-Family Attached	None	<1940	0.136753	0	0.428377	0.43487	47	10826.6	2.15E-08
6B	Single-Family Detached	Ducted Heat Pump	<1940	0	1	0	0	2	657.496	7.86E-06
6B	Single-Family Detached	Ducted Heating	<1940	0.421276	0	0.267904	0.31082	100	43318.7	0.000524972
6B	Single-Family Detached	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
6B	Single-Family Detached	Non-Ducted Heating	<1940	0.136753	0	0.428377	0.43487	47	10826.6	0.000375089
6B	Single-Family Detached	None	<1940	0.136753	0	0.428377	0.43487	47	10826.6	2.92E-06
7A	Mobile Home	Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
7A	Mobile Home	Ducted Heating	1940-59	0.333333	0	0.333333	0.333333	0	0	7.75E-06
7A	Mobile Home	Non-Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
7A	Mobile Home	Non-Ducted Heating	1940-59	0.333333	0	0.333333	0.333333	0	0	2.23E-06
7A	Mobile Home	None	1940-59	0.333333	0	0.333333	0.333333	0	0	2.41E-07
7A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
7A	Multi-Family with 2 - 4 Units	Ducted Heating	1940-59	0.333333	0	0.333333	0.333333	0	0	3.42E-05
7A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
7A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1940-59	0	0	1	0	1	1698.17	1.24E-05
7A	Multi-Family with 2 - 4 Units	None	1940-59	0	0	1	0	1	1698.17	1.27E-06
7A	Multi-Family with 5+ Units	Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
7A	Multi-Family with 5+ Units	Ducted Heating	1940-59	0.333333	0	0.333333	0.333333	0	0	4.40E-05
7A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
7A	Multi-Family with 5+ Units	Non-Ducted Heating	1940-59	0	0	1	0	1	1698.17	1.59E-05
